filename,width,height,class,xmin,ymin,xmax,ymax
img_123_2000.jpg,816,1056,zebracross,676,990,690,1026
img_123_2000.jpg,816,1056,zebracross,636,991,652,1027
img_124_2000.jpg,816,1056,zebracross,420,983,449,996
img_124_2000.jpg,816,1056,zebracross,448,996,463,1028
img_124_2000.jpg,816,1056,zebracross,408,997,424,1027
img_125_2000.jpg,816,1056,zebracross,188,1005,219,1018
img_125_2000.jpg,816,1056,zebracross,217,1016,231,1049
img_125_2000.jpg,816,1056,zebracross,177,1018,191,1052
img_126_2000.jpg,816,1056,zebracross,617,1,633,28
img_127_2000.jpg,816,1056,zebracross,377,1,397,37
img_127_2000.jpg,816,1056,zebracross,636,973,665,989
img_127_2000.jpg,816,1056,zebracross,662,986,678,1021
img_127_2000.jpg,816,1056,zebracross,623,989,639,1023
img_127_2000.jpg,816,1056,zebracross,638,1020,666,1036
img_128_2000.jpg,816,1056,zebracross,155,1,176,50
img_128_2000.jpg,816,1056,zebracross,797,1,812,10
img_128_2000.jpg,816,1056,zebracross,413,983,442,999
img_128_2000.jpg,816,1056,zebracross,440,998,457,1031
img_128_2000.jpg,816,1056,zebracross,401,1001,415,1026
img_128_2000.jpg,816,1056,zebracross,641,973,668,985
img_128_2000.jpg,816,1056,zebracross,627,987,643,1019
img_128_2000.jpg,816,1056,zebracross,668,986,682,1017
img_129_2000.jpg,816,1056,zebracross,604,1,623,30
img_129_2000.jpg,816,1056,zebracross,566,1,583,29
img_129_2000.jpg,816,1056,zebracross,793,1,810,18
img_129_2000.jpg,816,1056,zebracross,187,1004,212,1018
img_129_2000.jpg,816,1056,zebracross,213,1016,229,1049
img_129_2000.jpg,816,1056,zebracross,173,1020,188,1050
img_129_2000.jpg,816,1056,zebracross,410,991,440,1005
img_129_2000.jpg,816,1056,zebracross,440,1005,454,1029
img_129_2000.jpg,816,1056,zebracross,397,1006,411,1026
img_129_2000.jpg,816,1056,zebracross,623,991,638,1029
img_129_2000.jpg,816,1056,zebracross,635,977,664,992
img_129_2000.jpg,816,1056,zebracross,663,994,678,1013
img_130_2000.jpg,816,1056,zebracross,340,1,363,55
img_130_2000.jpg,816,1056,zebracross,380,1,401,52
img_130_2000.jpg,816,1056,zebracross,567,1,588,42
img_130_2000.jpg,816,1056,zebracross,607,1,628,40
img_130_2000.jpg,816,1056,zebracross,794,1,813,32
img_130_2000.jpg,816,1056,zebracross,189,1018,217,1032
img_130_2000.jpg,816,1056,zebracross,175,1034,188,1056
img_130_2000.jpg,816,1056,zebracross,414,1003,441,1016
img_130_2000.jpg,816,1056,zebracross,641,991,668,1002
img_130_2000.jpg,816,1056,zebracross,626,1003,642,1039
img_130_2000.jpg,816,1056,zebracross,666,998,682,1038
img_131_1000.jpg,816,1056,zebracross,781,453,816,482
img_131_1000.jpg,816,1056,zebracross,754,474,784,545
img_131_1000.jpg,816,1056,zebracross,783,546,816,573
img_131_2000.jpg,816,1056,zebracross,594,489,623,503
img_131_2000.jpg,816,1056,zebracross,621,501,635,538
img_131_2000.jpg,816,1056,zebracross,581,503,595,539
img_131_2000.jpg,816,1056,zebracross,599,537,625,551
img_131_2000.jpg,816,1056,zebracross,807,490,816,523
img_131_2000.jpg,816,1056,zebracross,95,1,119,64
img_131_2000.jpg,816,1056,zebracross,138,1,159,65
img_131_2000.jpg,816,1056,zebracross,325,3,344,55
img_131_2000.jpg,816,1056,zebracross,366,1,384,50
img_131_2000.jpg,816,1056,zebracross,553,1,569,40
img_131_2000.jpg,816,1056,zebracross,593,1,610,35
img_131_2000.jpg,816,1056,zebracross,168,1012,200,1027
img_131_2000.jpg,816,1056,zebracross,160,1033,174,1055
img_131_2000.jpg,816,1056,zebracross,397,1000,423,1011
img_131_2000.jpg,816,1056,zebracross,623,984,651,1000
img_131_2000.jpg,816,1056,zebracross,651,1008,665,1027
img_131_2000.jpg,816,1056,zebracross,610,1000,624,1028
img_131_2000.jpg,816,1056,zebracross,425,1010,439,1043
img_131_2000.jpg,816,1056,zebracross,386,1016,399,1044
img_132_1000.jpg,816,1056,zebracross,366,475,423,503
img_132_1000.jpg,816,1056,zebracross,422,499,451,567
img_132_1000.jpg,816,1056,zebracross,340,502,370,574
img_132_1000.jpg,816,1056,zebracross,374,570,424,596
img_132_1000.jpg,816,1056,zebracross,791,476,816,549
img_132_2000.jpg,816,1056,zebracross,156,1,177,60
img_132_2000.jpg,816,1056,zebracross,118,1,138,63
img_132_2000.jpg,816,1056,zebracross,342,1,365,49
img_132_2000.jpg,816,1056,zebracross,382,1,403,45
img_132_2000.jpg,816,1056,zebracross,611,488,645,500
img_132_2000.jpg,816,1056,zebracross,640,496,656,533
img_132_2000.jpg,816,1056,zebracross,384,499,418,517
img_132_2000.jpg,816,1056,zebracross,415,513,430,548
img_132_2000.jpg,816,1056,zebracross,375,515,390,552
img_132_2000.jpg,816,1056,zebracross,390,549,417,562
img_132_2000.jpg,816,1056,zebracross,600,501,613,537
img_132_2000.jpg,816,1056,zebracross,615,535,642,551
img_132_2000.jpg,816,1056,zebracross,417,999,441,1013
img_132_2000.jpg,816,1056,zebracross,640,983,668,1000
img_132_2000.jpg,816,1056,zebracross,629,1000,642,1028
img_132_2000.jpg,816,1056,zebracross,668,997,682,1026
img_132_2000.jpg,816,1056,zebracross,191,1011,217,1026
img_132_2000.jpg,816,1056,zebracross,180,1032,193,1055
img_132_2000.jpg,816,1056,zebracross,404,1012,416,1049
img_132_2000.jpg,816,1056,zebracross,798,2,812,24
img_132_500.jpg,816,1056,zebracross,326,423,444,474
img_132_500.jpg,816,1056,zebracross,434,469,494,606
img_132_500.jpg,816,1056,zebracross,281,475,333,613
img_132_500.jpg,816,1056,zebracross,337,612,439,666
img_133_1000.jpg,816,1056,zebracross,378,484,436,507
img_133_1000.jpg,816,1056,zebracross,435,505,463,579
img_133_1000.jpg,816,1056,zebracross,354,511,382,579
img_133_1000.jpg,816,1056,zebracross,386,577,441,604
img_133_1000.jpg,816,1056,zebracross,803,488,816,540
img_133_1000.jpg,816,1056,zebracross,1,533,12,595
img_133_2000.jpg,816,1056,zebracross,165,517,196,534
img_133_2000.jpg,816,1056,zebracross,196,531,210,564
img_133_2000.jpg,816,1056,zebracross,156,534,169,567
img_133_2000.jpg,816,1056,zebracross,171,566,195,579
img_133_2000.jpg,816,1056,zebracross,393,504,422,521
img_133_2000.jpg,816,1056,zebracross,420,513,436,554
img_133_2000.jpg,816,1056,zebracross,381,518,396,552
img_133_2000.jpg,816,1056,zebracross,395,552,423,567
img_133_2000.jpg,816,1056,zebracross,617,492,647,508
img_133_2000.jpg,816,1056,zebracross,646,503,660,538
img_133_2000.jpg,816,1056,zebracross,606,506,621,540
img_133_2000.jpg,816,1056,zebracross,618,541,651,554
img_133_2000.jpg,816,1056,zebracross,645,990,675,1002
img_133_2000.jpg,816,1056,zebracross,674,1000,689,1028
img_133_2000.jpg,816,1056,zebracross,633,1001,647,1028
img_133_2000.jpg,816,1056,zebracross,420,1003,451,1017
img_133_2000.jpg,816,1056,zebracross,450,1013,463,1047
img_133_2000.jpg,816,1056,zebracross,410,1015,422,1043
img_133_2000.jpg,816,1056,zebracross,1,1037,12,1056
img_133_2000.jpg,816,1056,zebracross,184,1035,200,1056
img_133_2000.jpg,816,1056,zebracross,197,1014,226,1028
img_133_2000.jpg,816,1056,zebracross,166,6,182,64
img_133_2000.jpg,816,1056,zebracross,126,8,144,66
img_133_2000.jpg,816,1056,zebracross,578,1,593,41
img_133_2000.jpg,816,1056,zebracross,618,1,632,36
img_133_2000.jpg,816,1056,zebracross,802,2,816,27
img_133_500.jpg,816,1056,zebracross,347,437,463,492
img_133_500.jpg,816,1056,zebracross,463,484,516,623
img_133_500.jpg,816,1056,zebracross,303,488,358,638
img_133_500.jpg,816,1056,zebracross,357,628,477,681
img_134_1000.jpg,816,1056,zebracross,373,459,436,491
img_134_1000.jpg,816,1056,zebracross,435,481,463,551
img_134_1000.jpg,816,1056,zebracross,352,488,384,558
img_134_1000.jpg,816,1056,zebracross,378,555,440,584
img_134_1000.jpg,816,1056,zebracross,1,509,10,574
img_134_2000.jpg,816,1056,zebracross,164,505,197,523
img_134_2000.jpg,816,1056,zebracross,195,518,209,554
img_134_2000.jpg,816,1056,zebracross,155,521,170,555
img_134_2000.jpg,816,1056,zebracross,169,555,200,568
img_134_2000.jpg,816,1056,zebracross,383,507,394,544
img_134_2000.jpg,816,1056,zebracross,419,508,434,539
img_134_2000.jpg,816,1056,zebracross,389,494,421,510
img_134_2000.jpg,816,1056,zebracross,392,542,422,556
img_134_2000.jpg,816,1056,zebracross,647,977,675,993
img_134_2000.jpg,816,1056,zebracross,675,991,689,1026
img_134_2000.jpg,816,1056,zebracross,636,993,649,1016
img_134_2000.jpg,816,1056,zebracross,421,991,447,1005
img_134_2000.jpg,816,1056,zebracross,449,1000,464,1029
img_134_2000.jpg,816,1056,zebracross,408,1004,423,1029
img_134_2000.jpg,816,1056,zebracross,190,1003,224,1017
img_134_2000.jpg,816,1056,zebracross,223,1014,238,1047
img_134_2000.jpg,816,1056,zebracross,184,1018,197,1053
img_134_2000.jpg,816,1056,zebracross,1,1038,11,1053
img_134_2000.jpg,816,1056,zebracross,351,1,367,44
img_134_2000.jpg,816,1056,zebracross,391,1,409,41
img_134_2000.jpg,816,1056,zebracross,578,1,593,30
img_134_2000.jpg,816,1056,zebracross,593,29,620,43
img_134_2000.jpg,816,1056,zebracross,619,1,626,29
img_134_2000.jpg,816,1056,zebracross,805,1,816,17
img_134_500.jpg,816,1056,zebracross,336,396,453,448
img_134_500.jpg,816,1056,zebracross,463,437,510,581
img_134_500.jpg,816,1056,zebracross,298,448,359,587
img_134_500.jpg,816,1056,zebracross,338,585,468,635
img_135_1000.jpg,816,1056,zebracross,800,459,816,533
img_135_1000.jpg,816,1056,zebracross,1,507,12,570
img_135_2000.jpg,816,1056,zebracross,123,1,142,55
img_135_2000.jpg,816,1056,zebracross,161,1,184,51
img_135_2000.jpg,816,1056,zebracross,350,1,368,42
img_135_2000.jpg,816,1056,zebracross,393,1,409,39
img_135_2000.jpg,816,1056,zebracross,365,38,394,53
img_135_2000.jpg,816,1056,zebracross,578,1,593,33
img_135_2000.jpg,816,1056,zebracross,617,1,632,31
img_135_2000.jpg,816,1056,zebracross,594,30,621,43
img_135_2000.jpg,816,1056,zebracross,616,480,647,494
img_135_2000.jpg,816,1056,zebracross,646,495,661,527
img_135_2000.jpg,816,1056,zebracross,605,496,621,528
img_135_2000.jpg,816,1056,zebracross,622,528,647,540
img_135_2000.jpg,816,1056,zebracross,195,518,209,554
img_135_2000.jpg,816,1056,zebracross,166,506,197,520
img_135_2000.jpg,816,1056,zebracross,154,519,169,554
img_135_2000.jpg,816,1056,zebracross,168,554,196,567
img_135_2000.jpg,816,1056,zebracross,674,988,689,1022
img_135_2000.jpg,816,1056,zebracross,645,976,672,992
img_135_2000.jpg,816,1056,zebracross,632,991,648,1026
img_135_2000.jpg,816,1056,zebracross,418,990,451,1004
img_135_2000.jpg,816,1056,zebracross,449,1004,462,1028
img_135_2000.jpg,816,1056,zebracross,409,1007,422,1026
img_135_2000.jpg,816,1056,zebracross,196,1003,223,1017
img_135_2000.jpg,816,1056,zebracross,221,1014,238,1045
img_135_2000.jpg,816,1056,zebracross,183,1015,199,1050
img_135_2000.jpg,816,1056,zebracross,1,1030,14,1056
img_135_2000.jpg,816,1056,zebracross,805,1,816,24
img_136_1000.jpg,816,1056,zebracross,363,450,418,479
img_136_1000.jpg,816,1056,zebracross,416,467,449,547
img_136_1000.jpg,816,1056,zebracross,335,477,365,549
img_136_1000.jpg,816,1056,zebracross,369,549,421,576
img_136_1000.jpg,816,1056,zebracross,786,448,814,531
img_136_2000.jpg,816,1056,zebracross,117,1,136,52
img_136_2000.jpg,816,1056,zebracross,133,48,163,65
img_136_2000.jpg,816,1056,zebracross,158,1,175,52
img_136_2000.jpg,816,1056,zebracross,342,1,361,45
img_136_2000.jpg,816,1056,zebracross,382,1,402,40
img_136_2000.jpg,816,1056,zebracross,358,44,388,54
img_136_2000.jpg,816,1056,zebracross,568,3,587,34
img_136_2000.jpg,816,1056,zebracross,609,1,627,30
img_136_2000.jpg,816,1056,zebracross,579,28,613,43
img_136_2000.jpg,816,1056,zebracross,609,476,636,491
img_136_2000.jpg,816,1056,zebracross,384,489,413,504
img_136_2000.jpg,816,1056,zebracross,410,503,430,538
img_136_2000.jpg,816,1056,zebracross,372,504,388,538
img_136_2000.jpg,816,1056,zebracross,386,537,414,552
img_136_2000.jpg,816,1056,zebracross,595,488,612,529
img_136_2000.jpg,816,1056,zebracross,610,523,641,539
img_136_2000.jpg,816,1056,zebracross,664,985,683,1021
img_136_2000.jpg,816,1056,zebracross,636,974,666,987
img_136_2000.jpg,816,1056,zebracross,625,988,641,1024
img_136_2000.jpg,816,1056,zebracross,410,985,443,1000
img_136_2000.jpg,816,1056,zebracross,440,998,457,1027
img_136_2000.jpg,816,1056,zebracross,402,1000,414,1024
img_136_2000.jpg,816,1056,zebracross,189,1000,216,1013
img_136_2000.jpg,816,1056,zebracross,216,1012,230,1042
img_136_2000.jpg,816,1056,zebracross,178,1013,188,1040
img_136_2000.jpg,816,1056,zebracross,189,1046,215,1056
img_136_500.jpg,816,1056,zebracross,317,377,419,430
img_136_500.jpg,816,1056,zebracross,428,426,481,565
img_136_500.jpg,816,1056,zebracross,260,428,323,562
img_136_500.jpg,816,1056,zebracross,326,561,430,617
img_137_1000.jpg,816,1056,zebracross,1,500,15,572
img_137_1000.jpg,816,1056,zebracross,382,453,436,482
img_137_1000.jpg,816,1056,zebracross,353,480,384,553
img_137_1000.jpg,816,1056,zebracross,377,545,444,575
img_137_2000.jpg,816,1056,zebracross,169,503,196,518
img_137_2000.jpg,816,1056,zebracross,198,513,210,552
img_137_2000.jpg,816,1056,zebracross,154,517,170,551
img_137_2000.jpg,816,1056,zebracross,171,552,197,564
img_137_2000.jpg,816,1056,zebracross,380,504,396,542
img_137_2000.jpg,816,1056,zebracross,395,490,422,506
img_137_2000.jpg,816,1056,zebracross,394,537,424,552
img_137_2000.jpg,816,1056,zebracross,393,1,410,45
img_137_2000.jpg,816,1056,zebracross,365,43,397,56
img_137_2000.jpg,816,1056,zebracross,354,1,369,43
